Unigrams,Adjective1,Adjective2,Adjective3,Class
bovine,adequ,bovin,mad,neutral
spongiform,adequ,bovin,mad,neutral
encephalopathy,adequ,bovin,mad,neutral
disease,adequ,bovin,mad,neutral
paper,secret,NA,NA,neutral
alleged,secret,NA,NA,neutral
that,secret,NA,NA,neutral
ministry,secret,NA,NA,neutral
agriculture,secret,NA,NA,neutral
issued,secret,NA,NA,neutral
secret,secret,NA,NA,neutral
orders,secret,NA,NA,neutral
officials,secret,NA,NA,neutral
that,secret,NA,NA,neutral
they,secret,NA,NA,neutral
need,secret,NA,NA,neutral
carry,secret,NA,NA,neutral
computer,secret,NA,NA,neutral
checks,secret,NA,NA,neutral
only,secret,NA,NA,neutral
percent,secret,NA,NA,neutral
calves,secret,NA,NA,neutral
exported,secret,NA,NA,neutral
continent,secret,NA,NA,neutral
rules,NA,NA,NA,neutral
required,NA,NA,NA,neutral
percent,NA,NA,NA,neutral
verification,NA,NA,NA,neutral
turkey,NA,NA,NA,neutral
says,NA,NA,NA,neutral
shell,NA,NA,NA,neutral
deal,NA,NA,NA,neutral
move,NA,NA,NA,neutral
shows,NA,NA,NA,neutral
confidence,NA,NA,NA,neutral
have,total,NA,NA,neutral
expressed,total,NA,NA,neutral
intention,total,NA,NA,neutral
energy,total,NA,NA,neutral
ministry,total,NA,NA,neutral
build,total,NA,NA,neutral
terminal,total,NA,NA,neutral
power,total,NA,NA,neutral
generation,total,NA,NA,neutral
unit,total,NA,NA,neutral
with,total,NA,NA,neutral
total,total,NA,NA,neutral
capacity,total,NA,NA,neutral
statement,total,NA,NA,neutral
from,total,NA,NA,neutral
company,total,NA,NA,neutral
said,total,NA,NA,neutral
first,first,mw,NA,neutral
power,first,mw,NA,neutral
unit,first,mw,NA,neutral
will,first,mw,NA,neutral
capacity,first,mw,NA,neutral
statement,first,mw,NA,neutral
said,first,mw,NA,neutral
building,ig,new,minimum,neutral
workers,ig,new,minimum,neutral
union,ig,new,minimum,neutral
leading,ig,new,minimum,neutral
industry,ig,new,minimum,neutral
associations,ig,new,minimum,neutral
revealed,ig,new,minimum,neutral
agreement,ig,new,minimum,neutral
minimum,ig,new,minimum,neutral
hourly,ig,new,minimum,neutral
wage,ig,new,minimum,neutral
marks,ig,new,minimum,neutral
west,ig,new,minimum,neutral
germany,ig,new,minimum,neutral
marks,ig,new,minimum,neutral
workers,ig,new,minimum,neutral
east,ig,new,minimum,neutral
considerably,ig,new,minimum,neutral
below,ig,new,minimum,neutral
levels,ig,new,minimum,neutral
they,ig,new,minimum,neutral
tried,ig,new,minimum,neutral
failed,ig,new,minimum,neutral
establish,ig,new,minimum,neutral
nationwide,ig,new,minimum,neutral
earlier,ig,new,minimum,neutral
this,ig,new,minimum,neutral
year,ig,new,minimum,neutral
statement,lower,low,foreign,neutral
union,lower,low,foreign,neutral
said,lower,low,foreign,neutral
agreed,lower,low,foreign,neutral
compromise,lower,low,foreign,neutral
lower,lower,low,foreign,neutral
minimum,lower,low,foreign,neutral
wage,lower,low,foreign,neutral
because,lower,low,foreign,neutral
increasing,lower,low,foreign,neutral
urgency,lower,low,foreign,neutral
getting,lower,low,foreign,neutral
legislation,lower,low,foreign,neutral
place,lower,low,foreign,neutral
ward,lower,low,foreign,neutral
competition,lower,low,foreign,neutral
from,lower,low,foreign,neutral
paying,lower,low,foreign,neutral
foreign,lower,low,foreign,neutral
contractors,lower,low,foreign,neutral
both,urgent,NA,NA,neutral
sides,urgent,NA,NA,neutral
declared,urgent,NA,NA,neutral
unanimously,urgent,NA,NA,neutral
during,urgent,NA,NA,neutral
talks,urgent,NA,NA,neutral
that,urgent,NA,NA,neutral
there,urgent,NA,NA,neutral
urgent,urgent,NA,NA,neutral
need,urgent,NA,NA,neutral
minimum,urgent,NA,NA,neutral
wage,urgent,NA,NA,neutral
german,german,new,NA,neutral
building,german,new,NA,neutral
sector,german,new,NA,neutral
urges,german,new,NA,neutral
minimum,german,new,NA,neutral
wage,german,new,NA,neutral
deal,german,new,NA,neutral
german,fresh,other,NA,neutral
construction,fresh,other,NA,neutral
industry,fresh,other,NA,neutral
friday,fresh,other,NA,neutral
launched,fresh,other,NA,neutral
fresh,fresh,other,NA,neutral
attempt,fresh,other,NA,neutral
minimum,fresh,other,NA,neutral
wage,fresh,other,NA,neutral
sector,fresh,other,NA,neutral
urged,fresh,other,NA,neutral
other,fresh,other,NA,neutral
industry,fresh,other,NA,neutral
groups,fresh,other,NA,neutral
block,fresh,other,NA,neutral
initiative,fresh,other,NA,neutral
they,fresh,other,NA,neutral
have,fresh,other,NA,neutral
past,fresh,other,NA,neutral
going,nation,nbc,NA,neutral
comment,nation,nbc,NA,neutral
this,nation,nbc,NA,neutral
report,nation,nbc,NA,neutral
robert,nation,nbc,NA,neutral
francis,nation,nbc,NA,neutral
national,nation,nbc,NA,neutral
transportation,nation,nbc,NA,neutral
safety,nation,nbc,NA,neutral
board,nation,nbc,NA,neutral
said,nation,nbc,NA,neutral
today,nation,nbc,NA,neutral
programme,nation,nbc,NA,neutral
york,new,friday,atlant,neutral
times,new,friday,atlant,neutral
reported,new,friday,atlant,neutral
fridays,new,friday,atlant,neutral
edition,new,friday,atlant,neutral
that,new,friday,atlant,neutral
traces,new,friday,atlant,neutral
petn,new,friday,atlant,neutral
chemical,new,friday,atlant,neutral
plastic,new,friday,atlant,neutral
explosives,new,friday,atlant,neutral
been,new,friday,atlant,neutral
found,new,friday,atlant,neutral
pieces,new,friday,atlant,neutral
wreckage,new,friday,atlant,neutral
pulled,new,friday,atlant,neutral
from,new,friday,atlant,neutral
atlantic,new,friday,atlant,neutral
ocean,new,friday,atlant,neutral
long,new,friday,atlant,neutral
island,new,friday,atlant,neutral
newspaper,senior,NA,NA,neutral
cited,senior,NA,NA,neutral
sources,senior,NA,NA,neutral
three,senior,NA,NA,neutral
senior,senior,NA,NA,neutral
officials,senior,NA,NA,neutral
deeply,senior,NA,NA,neutral
involved,senior,NA,NA,neutral
investigation,senior,NA,NA,neutral
spoke,senior,NA,NA,neutral
condition,senior,NA,NA,neutral
anonymity,senior,NA,NA,neutral
twas,twa,new,NA,neutral
flight,twa,new,NA,neutral
from,twa,new,NA,neutral
york,twa,new,NA,neutral
paris,twa,new,NA,neutral
exploded,twa,new,NA,neutral
crashed,twa,new,NA,neutral
july,twa,new,NA,neutral
crash,silent,NA,NA,neutral
investigator,silent,NA,NA,neutral
silent,silent,NA,NA,neutral
explosives,silent,NA,NA,neutral
report,silent,NA,NA,neutral
chief,chief,new,NA,neutral
investigator,chief,new,NA,neutral
crash,chief,new,NA,neutral
flight,chief,new,NA,neutral
refused,chief,new,NA,neutral
friday,chief,new,NA,neutral
confirm,chief,new,NA,neutral
report,chief,new,NA,neutral
york,chief,new,NA,neutral
times,chief,new,NA,neutral
that,chief,new,NA,neutral
trace,chief,new,NA,neutral
explosives,chief,new,NA,neutral
been,chief,new,NA,neutral
found,chief,new,NA,neutral
wreckage,chief,new,NA,neutral
passenger,chief,new,NA,neutral
cabin,chief,new,NA,neutral
netanyahu,illeg,foreign,NA,neutral
targets,illeg,foreign,NA,neutral
illegal,illeg,foreign,NA,neutral
foreign,illeg,foreign,NA,neutral
workers,illeg,foreign,NA,neutral
communique,practic,next,NA,neutral
said,practic,next,NA,neutral
cabinet,practic,next,NA,neutral
would,practic,next,NA,neutral
take,practic,next,NA,neutral
practical,practic,next,NA,neutral
decision,practic,next,NA,neutral
next,practic,next,NA,neutral
week,practic,next,NA,neutral
ishais,such,low,manual,neutral
plan,such,low,manual,neutral
blueprint,such,low,manual,neutral
mass,such,low,manual,neutral
exodus,such,low,manual,neutral
from,such,low,manual,neutral
israel,such,low,manual,neutral
workers,such,low,manual,neutral
from,such,low,manual,neutral
countries,such,low,manual,neutral
such,such,low,manual,neutral
romania,such,low,manual,neutral
thailand,such,low,manual,neutral
turkey,such,low,manual,neutral
china,such,low,manual,neutral
paying,such,low,manual,neutral
manual,such,low,manual,neutral
labour,such,low,manual,neutral
palestinians,such,low,manual,neutral
barred,such,low,manual,neutral
from,such,low,manual,neutral
jewish,such,low,manual,neutral
state,such,low,manual,neutral
security,such,low,manual,neutral
reasons,such,low,manual,neutral
beijing,municip,higher,chines,neutral
municipal,municip,higher,chines,neutral
higher,municip,higher,chines,neutral
peoples,municip,higher,chines,neutral
court,municip,higher,chines,neutral
sentenced,municip,higher,chines,neutral
hong,municip,higher,chines,neutral
yang,municip,higher,chines,neutral
chinese,municip,higher,chines,neutral
national,municip,higher,chines,neutral
five,municip,higher,chines,neutral
years,municip,higher,chines,neutral
prison,municip,higher,chines,neutral
accepting,municip,higher,chines,neutral
bribes,municip,higher,chines,neutral
totalling,municip,higher,chines,neutral
yuan,municip,higher,chines,neutral
xinhua,municip,higher,chines,neutral
news,municip,higher,chines,neutral
agency,municip,higher,chines,neutral
said,municip,higher,chines,neutral
sentence,NA,NA,NA,neutral
dealt,NA,NA,NA,neutral
with,NA,NA,NA,neutral
leniently,NA,NA,NA,neutral
according,NA,NA,NA,neutral
xinhua,NA,NA,NA,neutral
said,NA,NA,NA,neutral
quoting,NA,NA,NA,neutral
court,NA,NA,NA,neutral
hong,former,central,imf,neutral
former,former,central,imf,neutral
employee,former,central,imf,neutral
peoples,former,central,imf,neutral
bank,former,central,imf,neutral
china,former,central,imf,neutral
central,former,central,imf,neutral
bank,former,central,imf,neutral
arrested,former,central,imf,neutral
december,former,central,imf,neutral
while,former,central,imf,neutral
mission,former,central,imf,neutral
china,former,central,imf,neutral
found,former,central,imf,neutral
guilty,former,central,imf,neutral
june,former,central,imf,neutral
then,NA,NA,NA,neutral
sentenced,NA,NA,NA,neutral
years,NA,NA,NA,neutral
jail,NA,NA,NA,neutral
appealed,NA,NA,NA,neutral
china,imf,NA,NA,neutral
cuts,imf,NA,NA,neutral
sentence,imf,NA,NA,neutral
staffer,imf,NA,NA,neutral
graft,imf,NA,NA,neutral
trial,imf,NA,NA,neutral
chinese,chines,intern,monetari,neutral
appeals,chines,intern,monetari,neutral
court,chines,intern,monetari,neutral
friday,chines,intern,monetari,neutral
reduced,chines,intern,monetari,neutral
five,chines,intern,monetari,neutral
years,chines,intern,monetari,neutral
from,chines,intern,monetari,neutral
sentence,chines,intern,monetari,neutral
international,chines,intern,monetari,neutral
monetary,chines,intern,monetari,neutral
fund,chines,intern,monetari,neutral
staff,chines,intern,monetari,neutral
member,chines,intern,monetari,neutral
convicted,chines,intern,monetari,neutral
corruption,chines,intern,monetari,neutral
nigeria,most,popul,crude,neutral
africas,most,popul,crude,neutral
most,most,popul,crude,neutral
populous,most,popul,crude,neutral
country,most,popul,crude,neutral
relies,most,popul,crude,neutral
million,most,popul,crude,neutral
barrels,most,popul,crude,neutral
crude,most,popul,crude,neutral
pumps,most,popul,crude,neutral
every,most,popul,crude,neutral
about,most,popul,crude,neutral
percent,most,popul,crude,neutral
export,most,popul,crude,neutral
earnings,most,popul,crude,neutral
nigeria,tough,foreign,NA,neutral
takes,tough,foreign,NA,neutral
tough,tough,foreign,NA,neutral
line,tough,foreign,NA,neutral
with,tough,foreign,NA,neutral
foreign,tough,foreign,NA,neutral
firms,tough,foreign,NA,neutral
minister,major,NA,NA,neutral
etete,major,NA,NA,neutral
told,major,NA,NA,neutral
executives,major,NA,NA,neutral
major,major,NA,NA,neutral
companies,major,NA,NA,neutral
lagos,major,NA,NA,neutral
late,major,NA,NA,neutral
thursday,major,NA,NA,neutral
that,major,NA,NA,neutral
rules,major,NA,NA,neutral
would,major,NA,NA,neutral
strictly,major,NA,NA,neutral
enforced,major,NA,NA,neutral
redress,major,NA,NA,neutral
perceived,major,NA,NA,neutral
imbalance,major,NA,NA,neutral
icahn,NA,NA,NA,neutral
said,NA,NA,NA,neutral
companies,NA,NA,NA,neutral
bought,NA,NA,NA,neutral
stock,NA,NA,NA,neutral
investment,NA,NA,NA,neutral
since,NA,NA,NA,neutral
they,NA,NA,NA,neutral
believe,NA,NA,NA,neutral
that,NA,NA,NA,neutral
shares,NA,NA,NA,neutral
undervalued,NA,NA,NA,neutral
icahn,rjr,NA,NA,neutral
lifts,rjr,NA,NA,neutral
stake,rjr,NA,NA,neutral
repeats,rjr,NA,NA,neutral
spin,rjr,NA,NA,neutral
call,rjr,NA,NA,neutral
investor,rjr,corp,immedi,neutral
carl,rjr,corp,immedi,neutral
icahn,rjr,corp,immedi,neutral
said,rjr,corp,immedi,neutral
thursday,rjr,corp,immedi,neutral
raised,rjr,corp,immedi,neutral
stake,rjr,corp,immedi,neutral
nabisco,rjr,corp,immedi,neutral
holdings,rjr,corp,immedi,neutral
corp,rjr,corp,immedi,neutral
percent,rjr,corp,immedi,neutral
repeated,rjr,corp,immedi,neutral
call,rjr,corp,immedi,neutral
immediate,rjr,corp,immedi,neutral
spin,rjr,corp,immedi,neutral
nabisco,rjr,corp,immedi,neutral
holdings,rjr,corp,immedi,neutral
corp,rjr,corp,immedi,neutral
food,rjr,corp,immedi,neutral
unit,rjr,corp,immedi,neutral
filing,addit,aug,NA,neutral
with,addit,aug,NA,neutral
securities,addit,aug,NA,neutral
exchange,addit,aug,NA,neutral
commission,addit,aug,NA,neutral
icahn,addit,aug,NA,neutral
said,addit,aug,NA,neutral
companies,addit,aug,NA,neutral
bought,addit,aug,NA,neutral
million,addit,aug,NA,neutral
additional,addit,aug,NA,neutral
shares,addit,aug,NA,neutral
tobacco,addit,aug,NA,neutral
food,addit,aug,NA,neutral
company,addit,aug,NA,neutral
between,addit,aug,NA,neutral
prices,addit,aug,NA,neutral
ranging,addit,aug,NA,neutral
from,addit,aug,NA,neutral
share,addit,aug,NA,neutral
that,NA,NA,NA,neutral
raised,NA,NA,NA,neutral
stake,NA,NA,NA,neutral
million,NA,NA,NA,neutral
which,NA,NA,NA,neutral
were,NA,NA,NA,neutral
purchased,NA,NA,NA,neutral
total,NA,NA,NA,neutral
million,NA,NA,NA,neutral
according,NA,NA,NA,neutral
filing,NA,NA,NA,neutral
previously,NA,NA,NA,neutral
held,NA,NA,NA,neutral
about,NA,NA,NA,neutral
percent,NA,NA,NA,neutral
stake,NA,NA,NA,neutral
sore,sore,select,royal,neutral
throat,sore,select,royal,neutral
brother,sore,select,royal,neutral
noel,sore,select,royal,neutral
gallagher,sore,select,royal,neutral
told,sore,select,royal,neutral
selected,sore,select,royal,neutral
audience,sore,select,royal,neutral
royal,sore,select,royal,neutral
festival,sore,select,royal,neutral
hall,sore,select,royal,neutral
london,sore,select,royal,neutral
british,british,secret,NA,neutral
rock,british,secret,NA,neutral
band,british,secret,NA,neutral
oasis,british,secret,NA,neutral
plays,british,secret,NA,neutral
secret,british,secret,NA,neutral
concert,british,secret,NA,neutral
just,largest,select,few,neutral
week,largest,select,few,neutral
after,largest,select,few,neutral
performing,largest,select,few,neutral
front,largest,select,few,neutral
britains,largest,select,few,neutral
largest,largest,select,few,neutral
rock,largest,select,few,neutral
events,largest,select,few,neutral
superstars,largest,select,few,neutral
oasis,largest,select,few,neutral
played,largest,select,few,neutral
select,largest,select,few,neutral
secret,largest,select,few,neutral
concert,largest,select,few,neutral
four,friday,intim,readi,neutral
hundred,friday,intim,readi,neutral
excited,friday,intim,readi,neutral
fans,friday,intim,readi,neutral
tickets,friday,intim,readi,neutral
fridays,friday,intim,readi,neutral
intimate,friday,intim,readi,neutral
concert,friday,intim,readi,neutral
edge,friday,intim,readi,neutral
their,friday,intim,readi,neutral
seats,friday,intim,readi,neutral
ready,friday,intim,readi,neutral
hear,friday,intim,readi,neutral
british,friday,intim,readi,neutral
band,friday,intim,readi,neutral
often,friday,intim,readi,neutral
described,friday,intim,readi,neutral
beatles,friday,intim,readi,neutral
nineties,friday,intim,readi,neutral
perform,friday,intim,readi,neutral
their,friday,intim,readi,neutral
chart,friday,intim,readi,neutral
topping,friday,intim,readi,neutral
favourties,friday,intim,readi,neutral
instead,privat,NA,NA,neutral
watched,privat,NA,NA,neutral
show,privat,NA,NA,neutral
from,privat,NA,NA,neutral
private,privat,NA,NA,neutral
liam,NA,NA,NA,neutral
going,NA,NA,NA,neutral
with,NA,NA,NA,neutral
tonight,NA,NA,NA,neutral
will,global,NA,NA,neutral
continue,global,NA,NA,neutral
fight,global,NA,NA,neutral
safeguard,global,NA,NA,neutral
quality,global,NA,NA,neutral
distinctiveness,global,NA,NA,neutral
independence,global,NA,NA,neutral
world,global,NA,NA,neutral
service,global,NA,NA,neutral
global,global,NA,NA,neutral
journalism,global,NA,NA,neutral
said,global,NA,NA,neutral
speech,global,NA,NA,neutral
extraordinary,extraordinari,NA,NA,neutral
that,extraordinari,NA,NA,neutral
anyone,extraordinari,NA,NA,neutral
should,extraordinari,NA,NA,neutral
suggest,extraordinari,NA,NA,neutral
otherwise,extraordinari,NA,NA,neutral
added,extraordinari,NA,NA,neutral
birt,bbc,NA,NA,neutral
vows,bbc,NA,NA,neutral
safeguard,bbc,NA,NA,neutral
world,bbc,NA,NA,neutral
service,bbc,NA,NA,neutral
director,gener,corporation,much,neutral
general,gener,corporation,much,neutral
john,gener,corporation,much,neutral
birt,gener,corporation,much,neutral
vowed,gener,corporation,much,neutral
friday,gener,corporation,much,neutral
safeguard,gener,corporation,much,neutral
corporations,gener,corporation,much,neutral
much,gener,corporation,much,neutral
praised,gener,corporation,much,neutral
world,gener,corporation,much,neutral
service,gener,corporation,much,neutral
london,octob,intern,NA,neutral
october,octob,intern,NA,neutral
futures,octob,intern,NA,neutral
international,octob,intern,NA,neutral
benchmark,octob,intern,NA,neutral
brent,octob,intern,NA,neutral
blend,octob,intern,NA,neutral
crude,octob,intern,NA,neutral
were,octob,intern,NA,neutral
trading,octob,intern,NA,neutral
london,octob,intern,NA,neutral
around,octob,intern,NA,neutral
barrel,octob,intern,NA,neutral
